comment_id,author,date,text,expected_label,model_pred,vectors
z135zz0xwx2jetyt523mejn40qifw5hjo04,Jennifer Isaksen,2014-11-12T15:12:47,hahah  juyk  i allways laugh at the part        lol ,0,0,"-1,-1,-1,-1,-1,-1,-1,0,-1"
z12gwldoxpvgjru4004cj3fxyvvvwffjqjg,Ripazha Gaming,2014-11-12T17:37:08,http   hackfbaccountlive com  ref        ,1,1,"-1,-1,-1,-1,-1,1,-1,1,-1"
z12usr54ppaxxf1dl23nhbybruapdnixw04,Arthur Teixeira,2014-11-12T20:12:47,i wanted to know the name of the guy that dances at        anybody knows  ,0,0,"-1,-1,-1,-1,-1,-1,-1,0,0"
z12svt0reqvqyppzw04cgt1axrqhddcbkfc,derrick lawson,2014-11-12T20:21:27,https   www facebook com fudairyqueen pnref story,1,1,"-1,-1,-1,-1,-1,1,-1,1,-1"
z13pitkr5prbgf3ja04cjjg4qme3txjpyqc0k,Yeung Marvin,2014-11-12T23:56:54,haha its so funny to see the salt of westerners that top views of youtube  goes to video they dont even understand  keep the salt up ,0,1,"-1,-1,-1,-1,-1,-1,1,0,1"
z13aib0jgoiotfxxi04cj5lgulz3zdfrpew,Stuart Mcdonald,2014-11-13T00:38:14,follow my company on twitter  thanks   https   twitter com thewaxedhatco,1,1,"-1,-1,-1,-1,-1,1,-1,-1,1"
z12oex5p1miewvugp04cgjfqiq3xsxrolhk,Caius Ballad,2014-11-13T00:58:20,imagine if this guy put adsense on with all these views    u could pay ur  morgage,0,0,"-1,-1,-1,-1,-1,-1,-1,0,0"
z13supiartrcdr4la22xc3aripu2x1z3a,Ink Video Shorts,2014-11-13T02:33:53,hey come check us out were new on youtube let us know what you think and  don t forget to subscribe thanks ,1,1,"-1,1,-1,-1,-1,-1,-1,1,1"
z12uthyi5vratjy0v22ycxxhgpuqs5te2,Sigaraya Nesora,2014-11-13T06:33:21,the girl in the train who was dancing  her outfit was so fucking sexy  but  the huge turn off was she lacked eyebrows d ,0,0,"-1,-1,-1,-1,-1,-1,0,0,0"
z12gu1fouyfqx3a5304chpdqbwm3dja4v2c,Jennika Chua,2014-08-11T13:38:22,https   www facebook com photo php v               amp set vb            amp type   amp theater ,1,1,"-1,-1,-1,-1,-1,1,-1,1,1"
z13qxj4avoquihrc322byvrxrxasvviac04,Romix &amp; Muffy,2014-09-27T19:10:39,nokia spotted,0,0,"-1,-1,-1,-1,-1,-1,-1,0,-1"
z131idupvn3yhf3mv23dwzhi4pqixvwuw,Александр Федоров,2014-11-13T07:59:33,look at the pictures  if not difficult http   image you ru                       http   image you ru                         http   image you ru                http   image you ru                            http   image you ru                      http   image you ru                 http   image you ru                           http   image you ru                         http   image you ru                http   image you ru                             http   image you ru                           http   image you ru                http   image you ru                       http   image you ru                            http   image you ru                http   image you ru                       http   image you ru                          http   image you ru                http   image you ru                            http   image you ru               ,1,1,"-1,-1,-1,-1,-1,1,1,0,1"
z12gcx5hzkayhbmve23ghd3plt2czf2rp04,ArioseRose,2014-11-13T15:20:31,don t mind me  i m just checking what the views are up to    ,0,1,"-1,-1,-1,-1,1,-1,-1,1,0"
z13qhxcb2ybzszosx22rh5hwhmmccpjx404,The Silent Troll Defuser HD,2014-11-13T15:47:27,hey guys can you check my youtube channel i know you hate comments like  this one but i promise if you check my videos it will be entertaining i do  shotgun montages ninja defuse montages and trolling please guys can you  check them out and thanks have a good day       ,1,1,"-1,1,-1,-1,-1,-1,1,-1,1"
z12yivpznrezu3gyf04ce11xdvmquxzjdo00k,Tom Hosford,2014-11-13T17:42:06,to everyone joking about how he hacked to get   billion views because  there s a certain amount of people or whatever   he actually did buy views ,0,0,"-1,-1,-1,-1,-1,-1,-1,0,0"
z13uud25otb0ird2h230chu54neyehsbg04,Tofik Miedzyń,2014-11-13T21:48:26,https   www facebook com tofikmiedzynb photos a                                                                type   amp theater ,1,1,"-1,-1,-1,-1,-1,1,-1,1,1"
z12ozx4w5mytupefv23vvxdroqehuvbvv,MrValentinique,2014-11-13T22:33:31,https   www facebook com eeccon posts                 comment id                 amp offset   amp total comments      please like frigea marius gabriel comment  d,1,1,"-1,-1,-1,-1,-1,1,1,1,1"
z12vvnza4rq5tvzou04cgxeookraexq5opo0k,Ghazi Rizvi,2014-11-13T23:02:09,http   www bing com explore rewards publ referafriend amp crea raw amp rrid   f fa aa    a  c f c    ede  ea   ca bing rewards  earn free money  and no u cant get ur virus in blue ,1,1,"-1,-1,-1,-1,-1,1,-1,1,1"
z12exzcrvpeew1yxg04cd5tbwnmfubnh4kk0k,Anthony1SV,2014-11-14T00:01:37,please do buy these new christmas shirts  you can buy at any time before  december  th and they are sold worldwide  don t miss out   http   teespring com treechristmas,1,1,"-1,-1,-1,-1,-1,1,-1,1,1"
z13qyxk5tzq1e5asx22xjt3wdq3ns32f5,Ameenk Chanel,2014-11-14T11:50:02,free my apps get  m crdits   just click on the link and download a app and  done    link  https   m freemyapps com share url  af   e ,1,1,"-1,-1,-1,-1,-1,1,0,1,1"
z12uyzhazxqkzbrzz04cedqpkwzdvjyy3u40k,Brandon Wilson,2014-11-14T12:21:52,why does a song like this have more views than michael jackson smh,0,0,"0,-1,-1,-1,-1,-1,-1,0,0"
z13sh3cz1kbqgrai504cf53qsq25ypmi5zs0k,Leonel Hernandez,2014-11-14T12:35:38, something to dance to  even if your sad just dance     psy   gangnam style    m v  http   youtu be  bzkp q  f ,0,0,"-1,-1,-1,-1,-1,1,0,0,0"
z12etrpq5xu0vnm2g230szo5ote3zviny,InterGaming,2014-11-14T13:16:24,everyones back lool this is almost   years old and people are still hear   xd,0,0,"-1,-1,-1,-1,-1,-1,-1,0,0"
z13th1q4yzihf1bll23qxzpjeujterydj,Carmen Racasanu,2014-11-14T13:27:52,how can this have   billion views when there s only me on the planet  lol,0,0,"-1,-1,-1,-1,-1,-1,0,0,0"
z13fcn1wfpb5e51xe04chdxakpzgchyaxzo0k,diego mogrovejo,2014-11-14T13:28:08,i don t now why i m watching this in     ,0,0,"-1,-1,-1,-1,-1,-1,-1,0,0"
z130zd5b3titudkoe04ccbeohojxuzppvbg,BlueYetiPlayz -Call Of Duty and More,2015-05-23T13:04:32,subscribe to me for call of duty vids and give aways goal     subs,1,1,"-1,-1,-1,-1,-1,-1,-1,1,1"
z12he50arvrkivl5u04cctawgxzkjfsjcc4,Photo Editor,2015-06-05T14:14:48,hi guys please my android photo editor download  thanks https   play google com store apps details id com butalabs photo editor,1,1,"-1,-1,-1,-1,-1,1,-1,-1,1"
z13vhvu54u3ewpp5h04ccb4zuoardrmjlyk0k,Ray Benich,2015-06-05T18:05:16,the first billion viewed this because they thought it was really cool  the  other billion and a half came to see how stupid the first billion were   ,0,0,"-1,-1,-1,-1,-1,-1,-1,0,0"
z12pgdhovmrktzm3i23es5d5junftft3f,lekanaVEVO1,2014-07-22T15:27:50,i love this so much  and also i generate free leads on auto pilot  amp  you can  too  http   www myleadergate com moretraffic,1,1,"-1,-1,0,-1,-1,1,1,1,1"
z13yx345uxepetggz04ci5rjcxeohzlrtf4,Pyunghee,2014-07-27T01:57:16,http   www billboard com articles columns pop shop         fan army face off round   vote for sones please    we re against vips    please help us    gt   lt ,1,1,"-1,-1,-1,-1,-1,1,-1,1,1"
z12lsjvi3wa5x1vwh04cibeaqnzrevxajw00k,Erica Ross,2014-07-27T02:51:43,hey guys  please join me in my fight to help abused mistreated animals  all  fund will go to helping pay for vet bills and or helping them find homes  i  will place an extra emphasis on helping disabled animals  ones otherwise  would just be put to sleep by other animal organizations  donate please  http   www gofundme com angels n wingz,1,1,"-1,-1,-1,-1,-1,1,-1,1,1"
z13jcjuovxbwfr0ge04cev2ipsjdfdurwck,Aviel Haimov,2014-08-01T12:27:48,http   psnboss com  ref  tggp pv l this is the song,1,1,"0,-1,-1,-1,-1,1,-1,1,1"
z13qybua2yfydzxzj04cgfpqdt2syfx53ms0k,John Bello,2014-08-01T21:04:03,hey everyone  watch this trailer          http   believemefilm com hlr h hqbuvb,1,1,"-1,-1,-1,-1,-1,1,-1,1,1"
z12rw1o4zvidhdthz04cixxjssq5wzsrlpk0k,Nere Overstylish,2014-08-02T23:12:49,check out my rapping hope you guys like it  https   soundcloud com nereboy call of the lostproduce by atlastatlas rapper jkork  and follow and message me   ,1,1,"-1,1,-1,-1,-1,1,-1,1,1"
z13xizvwrki2hf2ev22txvrp2ovcyf3zq04,Jayki L,2014-08-03T21:20:41,subscribe pleaaaase to my instagram account   i ll subscribe back   http   instagram com cyrine ghorbel,1,1,"-1,-1,-1,-1,-1,1,-1,1,0"
z12ogvgbmre3eloah04ccjbpsmusxdxbwc0,djh3mi,2014-08-06T21:14:15,hey guys   visit my channel pleaase  i m searching a dream ,1,1,"-1,-1,-1,-1,-1,-1,-1,1,0"
z125efjyoyaxwhzhz04cgh4oaontcvvdc,Manuel Ortiz,2014-08-07T17:46:23,nice  http   www barnesandnoble com s bdp csrftoken i tixe cnkcosoqkemgjlu uwv nsxso amp sort dd amp size    amp csrftoken   iyec nrwp nytno u amhvmflutggl amp dref      amp keyword bdp amp store ebook ,1,0,"-1,-1,-1,-1,-1,1,1,0,0"
z12is34ysrzoy3uwl04cctlxmrekjfuhvig,Mike Bennett,2014-08-07T19:40:18,http   www twitch tv daconnormc,1,0,"-1,-1,-1,-1,-1,1,-1,0,-1"
z13ijjrgqqyqzfo2t23zfztbtlu4ghg5o04,Lil Misme,2014-08-09T03:01:25,hey guys this is glamour beauty  i just started my youtube channel please  go check it out  i m going to post singing videos and also random videos  that i fell like  please go to subscribe  more to come soon   remember to  subscribe ,1,1,"-1,1,-1,-1,-1,-1,-1,0,1"
z122xxgxipvdzpovt22xjlyi5o3pebufp,Emilie,2014-08-09T20:12:26,hey guys  my mom said if i got     subs before christmas i ll get a kitten  and i always have wanted an kitten so please watch my videos and if you  like it subscribe or like    please no mean comments,1,1,"-1,-1,-1,-1,-1,-1,1,-1,1"
z122hzpj5v3kgf5zu04chv4xaqalhdr4flw0k,Eduarda Ketrony,2014-08-11T01:43:41,https   www facebook com photo php fbid                 amp l  d   a   c,1,1,"-1,-1,-1,-1,-1,1,-1,1,1"
z13jtfwiuwrvy1tng23gid4hesqwxl4cm,Artady,2014-08-11T16:27:55,https   soundcloud com artady please check my stuff  and make some feedback,1,1,"-1,1,-1,-1,-1,1,-1,-1,1"
z12bxv4olmv3j1i2w232y5awruz3i1rva,J STROMMER,2014-08-11T17:32:00,take a break from katie and help me reach     subscribers this month   new  music and free downloads  ,1,0,"-1,-1,-1,-1,-1,-1,1,0,0"
z13vendrur3zxdgkd22azzlzftn1vj3pp04,Evin Alshamas,2014-08-12T05:20:24,subscribe me please,1,1,"-1,-1,-1,-1,-1,-1,-1,1,-1"
z130s5kb0v3yjj3fp23zexx5iyuvv1js5,maddog1431,2014-08-12T18:38:42,check out my covers i have a video coming out  please subscribe,1,1,"-1,1,-1,-1,-1,-1,-1,1,0"
z123std54m2ozht10232efr5svb4vh0au04,MB LOVE,2014-08-13T03:04:34,subscribe to my channel,1,1,"-1,-1,-1,-1,-1,-1,-1,1,-1"
z123gzjyszflihgih04cdzeblxuifpxzbes,IbbyUchiha,2014-08-15T15:52:40,hey guys  i am a very small youtuber i upload videos nearly every single  day  i once hope to be like shikas so can you please give   mins of your  life to view this channel  and my new video is on how to watch all the  anime for free  and i am pretty sure you wont regret visiting this channel  thank you ,1,1,"-1,-1,-1,-1,-1,-1,1,1,1"
z13ect4j2km1gnhhu04cdfmwnmbkvn45x20,Cléda Dimitri,2014-08-16T07:24:50,http   www rtbf be tv emission detail the voice belgique toutes les auditions auditiondetail  emissionid      amp id      please join me to the voice liked and shared it please to win more audition  score  thanks so much,1,1,"-1,-1,-1,-1,-1,1,-1,1,1"
z12ddjvqypyusrssu22ewddagoagu1k2v,WeMuckAround,2014-08-16T20:59:28,katy perry will u sit on my face please  it would be really awesome and  i ll give you   dollars  ok if you want to do this then please call me and  subscribe to my channel first ok thats good and then u sit on my face and  ill get an erection then you sit more k ,1,1,"-1,-1,-1,-1,-1,-1,1,1,1"
z123uflrqpqwzvhts23pfr3jht3ue1kaf04,Mike Music,2014-08-18T14:24:05,is in top      in youtube top views   on   is miley cyrus  http   www google ro url sa t amp rct j amp q  amp esrc s amp source web amp cd   amp ved  cb qfjaa amp url http  a  f  fen wikipedia org  fwiki  flist of most viewed youtube videos amp ei oq yu dwc l yqoyo goaw amp usg afqjcngkm idplal kuvkoekvgdtt jvlq amp sig  onqzzad q cmnbe nml ga amp bvm bv          d bgq amp cad rja ,1,1,"-1,-1,-1,-1,-1,1,-1,0,1"
z13iupjoosrpzlm5v04cf32q4oqizvsbkdo,Jack Other,2014-08-18T18:05:37,http   www amazon com knight dawn cursed daniel n ebook dp b  mppqhri ref sr     s digital text amp   bie utf  amp   bqid            amp   bsr     amp   bkeywords knight amp tag wattpad        some people are very talented but some are more talented but there is no  sponsor,1,1,"-1,-1,-1,-1,-1,1,1,1,1"
z120s1agtmmetler404cifqbxzvdx15idtw0k,Sheila Cenabre,2014-08-19T12:33:11,i really love this video   http   www bubblews com account        sheilcen,1,1,"-1,-1,0,-1,-1,1,1,1,1"
z131ynbp4yepzvz4304cj5ly3oyietfpbj0,Soundhase,2014-08-19T18:59:38,hi guys  check this awesome edm  amp  house mix    thanks a lot    https   soundcloud com soundhase edm house mix  ,1,1,"-1,1,-1,-1,-1,1,1,1,1"
z13zxxtwurq5cxuiz04cc5xapsypshtipdo,Elle xox,2014-08-20T02:55:54,hiya i just started youtube and it would mean a lot if some of you could  subscribe and watch my first video xx,1,0,"-1,-1,-1,-1,-1,-1,0,-1,1"
z13fwnbh5qusx1olr23bcfgjbxiljjv4u04,Flynn Rider,2014-08-20T19:04:01,watch maroon   s latest  nd single from v  it was always you  www youtube  com watch v tq   fuau  ,1,1,"-1,-1,-1,-1,-1,-1,1,1,0"
z12mvbxwqoz1hlhay04cfnuzfxuwdx1pj54,Charles Baptist,2014-08-20T20:18:13,help please    http   www gofundme com rjanimalcare,1,1,"-1,-1,-1,-1,-1,1,-1,1,-1"
z13ccdmpbuuqc32bf04cj3xrcrrjsxozwtk0k,phemion23,2014-08-21T10:25:48,http   www mediafire com download yvovhafsv qzzqo video rar    download and  make money today ,1,1,"-1,-1,-1,-1,-1,1,-1,1,1"
z12qvlsqppeeyt3gp04cchwaivz4f54bbho,anne baba,2014-08-21T21:59:13,http   www ebay com itm              sspagename strk meselx it amp  trksid p     m     l     ,1,1,"-1,-1,-1,-1,-1,1,-1,1,1"
z12jenlhyre0eheyx04ch1aquxfdsvgpd44,Special Pentrutine,2014-08-22T04:50:50, lt script gt document write   lt a target   self  href   http   rover ebay com rover                       icep ff    amp pub            amp toolid       amp campid            amp customid bogdan grigore amp ipn psmain amp icep vectorid        amp kwid        amp mtid     amp kw lg  gt check  this out new arive on ebay lt  a gt  lt img  style  text decoration none border   padding   margin     src   http   rover ebay com roverimp                       ff    amp pub            amp toolid       amp campid            amp customid bogdan grigore amp mpt   math floor math random                 gt     lt  script gt  lt noscript gt  lt a  target   self  href   http   rover ebay com rover                       icep ff    amp pub            amp toolid       amp campid            amp customid bogdan grigore amp ipn psmain amp icep vectorid        amp kwid        amp mtid     amp kw lg  gt check  this out new arive on ebay lt  a gt  lt img  style  text decoration none border   padding   margin     src   http   rover ebay com roverimp                       ff    amp pub            amp toolid       amp campid            amp customid bogdan grigore amp mpt  cachebuster    gt  lt  noscript gt ,1,1,"-1,1,-1,-1,-1,1,-1,1,1"
z131tjkgdtvpxzx1i23gctyj5rrluhsvy,zeynep saka,2014-08-23T05:58:47,i  votekatyperry for the      mtv  vma best lyric video  see who s in the  lead and vote   http   on mtv com ut  kx,1,0,"-1,-1,-1,-1,-1,1,-1,0,0"
z12jzv45snjidxmb004ch3qaotakv1xx50w,sleman zezo,2014-08-23T20:28:41,https   www facebook com pages  d  aa d  ad d     d   a d      d  a  d  ac d     d      d  a  d     d  a  d     d     d  b  d   a d     d        music                 ,1,1,"-1,-1,-1,-1,-1,1,-1,1,1"
z13nuzezjmfpcjqzm04cftuaxpb3gjmxevw0k,MarianMusicChannel,2014-08-24T03:57:52,hello  i m marian  i m a singer from venezuela  i was part of a boy girl band named cubik  and i m now singing on my own   cause i wanted to play my own pop and pop rock songs   it would mean a lot if you could have a look at my channel to check my  music and watch my new video   and if u like  subscribe to it  xoxo thanks    ps  if you like a lot my channel  you can share it with your friends    haha   lol marian,1,1,"0,1,-1,-1,-1,-1,0,-1,1"
z121tz2zhzjgercem23yttsqvnuijljql04,Daniel Korp,2014-08-24T17:17:17,katy perry does remind me of a tiger like as if its her spirit animal     lt  ,0,1,"-1,-1,-1,-1,-1,-1,-1,1,1"
z13hyv0ixuavuliyt04cix1j5t3qgpggce4,Paul Hannam,2014-08-25T05:37:22,in what south american jungle or any jungle for that matter do you find an  african elephant and a bengal tiger in the same place  who made this video ,0,0,"-1,-1,-1,-1,-1,-1,-1,0,0"
z124czqqpmefyrxa204cd5jgrwqoctipvuo0k,Miguel Del Valle,2014-08-26T02:44:42,http    gag com gag aavpwj     ,1,1,"-1,-1,-1,-1,-1,1,-1,1,-1"
z131zf0iwvjihbgp404cjtkqvzrbibkprjs,DicesMusic .,2014-08-27T09:30:35,ima rapper trying to get notice please check out my mixtape   datpiff com mixtapes detail php id       ,1,1,"-1,1,-1,-1,-1,-1,-1,1,1"
z13cyh3gowyyxlotr23vsplhbt23hbmwy04,Angie Sivrikozi,2014-08-27T21:12:48,its a good song and i like her video clip  because its a bout a girl that  her airplane crashed on a land far far away    and she found the way to  survive  and i love the pet tiget too  kitty purpy  lol  d,0,0,"0,-1,0,-1,-1,-1,0,0,0"
z13lhdo5vnyndj3p304cjjs4zze3sldrqbg,Mai Nguyễn,2014-08-28T03:53:35,help me click on the subscribe mai nguyen  thank you,1,1,"-1,-1,-1,-1,-1,-1,-1,1,1"
z13zexz55xnnfbqnz224v1c5gziuczqno,Ach raf,2014-08-29T02:10:56,even without make up she is still  hot     http   uk eonline com eol images entire site         reg      katy mkup mh        jpg ,1,1,"-1,-1,-1,-1,-1,1,1,1,0"
z13cwrzyolf1zh4v023ctteams25hldf5,Zain Hassan,2014-08-29T19:00:20,thanks to this video we know that nokia phones can survive a plane crash ,0,0,"-1,-1,-1,-1,-1,-1,-1,0,0"
z12ntdriqpfni1mtf23zwb0b0p34fnyak04,Frank co,2014-08-30T11:00:35,http   www bubblews com news         vps solutions,1,1,"-1,-1,-1,-1,-1,1,-1,1,-1"
z134ub2pemn1jjarh04cdb14yqagxpqy1e4,Rusty Cohle,2014-08-30T15:22:54,the treu detective alternate ending     http   www funnyordie com videos d  fb      true defectives,1,1,"-1,-1,-1,-1,-1,1,-1,1,1"
z133sbv5xomtsp44k04cinywcr3sedjqekc0k,ocean pacific,2014-08-30T23:08:02,the new makeup transformation with integrated look a like feature now  available in ver       do you know who you look like  install or update  your version of makeup transformation  https   play google com store apps details id com yourelink makeuptransformation  or visit google play ,1,1,"-1,-1,-1,-1,-1,1,-1,-1,1"
z135drnwswvsgvkyq04cfjh4xpb3cn2hugg,Sam Klein,2014-08-31T03:52:29,she named the tiger kitty purry  no  seriously  she did  check the video ,0,1,"-1,1,-1,-1,-1,-1,0,0,0"
z12rgdghtm3gc3j4004cizn50y3xybujalw0k,Littleprincess,2014-08-31T21:50:57,perfect   lt  ,0,0,"-1,-1,-1,-1,-1,-1,0,0,-1"
z133uthy3uvscvxox04cfr1bjw2idvehcxw0k,Justin Chery,2014-09-01T17:55:34,and after the video ends  a    ft  boa constrictor squeezes her to death ,0,1,"-1,-1,-1,-1,-1,-1,-1,1,1"
z12ihhpimqitsznag04cc3y5jke1d1rhkus0k,Jack El Matador,2014-09-02T18:54:01,should not have paused the music  this is a clip  not a movie ,0,0,"-1,-1,-1,-1,-1,-1,-1,0,0"
z13sfvhiwxmqz3xad04cddehoyr5g1i5c0s,TWIN MELODY,2014-09-02T19:57:01,  hi  d    we re twin melody     year old twins    we did some covers  we did a cover of birthday by katy perry    please just take   second and watch it   thanks merci gracias danke obrigado grazie            lt    xx have a nice day   d,1,1,"-1,-1,-1,-1,-1,-1,-1,1,0"
z12utdmrdmz1ctouj22yu52pqt2if3pwl04,Yerki el duro,2014-09-03T11:29:56,nicee  sabrosura viva https   soundcloud com yerki elinmigrante yerki myb move your body,1,1,"-1,-1,-1,-1,-1,1,-1,-1,1"
z121gbuy2unhc5m4n04cf3kyslqhepeqgvo0k,Santeri Saariokari,2014-09-03T16:32:59,hey guys go to check my video name  growtopia my story ,1,1,"-1,1,-1,-1,-1,-1,-1,-1,1"
z12ytrbydy2ogluio04cfdmrdvn4ijrr3kg0k,Braiden Short,2014-09-03T22:46:22,http   shhort com a r hupweh ab,1,1,"-1,-1,-1,-1,-1,1,-1,1,-1"
z12yxpmqktb4zxptp221j3njlmjbtfgmi,VitalXtreme,2014-09-04T03:56:53,yay im the   th commenter                                         if your  crazy please donate bitcoins to me at   fhenqx twqm   v ptayiejnealahzvem,1,0,"-1,-1,-1,-1,-1,-1,0,1,0"
z13ax5sicvvxsx3lx23vuf45tye4etl1g,Kasia Hill,2014-09-06T02:44:43,http   shhort com a r g ix ctkd,1,1,"-1,-1,-1,-1,-1,1,-1,1,-1"
z12ag5uwdzrajx1yp04chp1r2sa5ubugez00k,xhonavsky,2014-09-06T20:17:52,i love this song  its for empowering every woman      youre gonna hear me roar    ,0,0,"0,-1,0,-1,-1,-1,1,0,0"
z13jtvmwoqjvsxj4p04cdhbwswnsf5qqv24,Ricky Smith,2014-09-07T02:43:55,this song makes me want to drink bleach,0,0,"0,-1,-1,-1,-1,-1,-1,0,-1"
z12bjffg3yu4ybx4e04cjzfbyxqcdzyxl3s,maurice davis,2014-09-07T02:59:54,if she really did this there she s hardcore,0,0,"-1,-1,-1,-1,-1,-1,-1,0,-1"
z13bzjvw1suhj3sjp04cfr54vuy2wzarbyg0k,Divergent lover,2014-09-07T05:52:45,http   shhort com a r jt ufxhxc,1,1,"-1,-1,-1,-1,-1,1,-1,1,-1"
z13xvrgzkoydytjr304ch1no1raxwjahesc0k,Richard Valko,2014-09-07T15:01:49,follow me watch my videos    follow me watch my videos    follow me watch  my videos    follow me watch my videos    follow me watch my videos     follow me watch my videos    follow me watch my videos   ,1,1,"-1,-1,-1,-1,-1,-1,-1,-1,1"
z13jhj1wdzmiwjdjn04ccx2gfpynuzyjo4w,Robert Kim,2014-09-07T17:13:39,i m sorry katy perry  i was being weird  i still love you  lt  ,0,0,"-1,-1,0,-1,-1,-1,0,0,1"
z120uhiw0ubhcnxvi23uw5oorpuncvso204,tombraiderxXx12,2014-09-07T18:38:10,i m not a big fan of the song but this video is awesome ,0,0,"0,-1,-1,-1,-1,-1,0,0,0"
z12kjjlhsmiqsfzrb04ch5i5rt2qvbahppg0k,Eder Rodriguez,2014-09-07T19:30:24,katy perry  just stop it and dont do a song i dont like it,0,0,"0,-1,-1,-1,-1,-1,-1,0,1"
z12hzb1hzxbjh310c234ddqgoluidjufb,Aemon Sevker,2014-09-07T19:34:29, go to my channel and check out my written songs,1,1,"0,1,-1,-1,-1,-1,-1,1,1"
z13bejijvrbdy5mrg04cgv3bjvubyxoi050,GGSCommunity,2014-09-07T22:36:24,like gorlin goltz syndrome support community  you are not alone  https   www facebook com gorlingoltzsupport,1,1,"-1,-1,-1,-1,-1,1,-1,1,1"
z134e5zjck2agxwd423hdjgx1y3ndvhf4,Christopher Pete S.,2014-09-07T22:39:21,subscribe and u are gonna hear me roar   ,1,1,"-1,-1,-1,-1,-1,-1,-1,1,-1"
z13ay5zytl3icfrij04cc1kakqb4cpu4oks0k,Kathy L.,2014-09-08T01:03:41,in my opinion i think you look better with black hair then blond hair    ,0,0,"-1,-1,-1,-1,-1,-1,-1,0,0"
z13tc1brnvvpxtd3i225u5djckjntpniz04,Sofia Aristizabal,2014-09-09T00:43:52,i loved  she is amazing   omg your eyes   ,0,0,"-1,-1,-1,-1,-1,-1,0,0,-1"
z12qvnw51y31ulrx304cjbkq1yzqzdkiytg0k,jessica durham,2014-09-09T06:10:07,please help me give my son a grave   http   www gofundme com bishopsgravemarker or please just share it on your  fb page  i do not have one anymore ,1,1,"-1,-1,-1,-1,-1,1,-1,-1,1"
z13mh3ih5xqtdvt3z22xdhvp4pfhxfmhz04,Rahul Thorat,2014-09-09T11:26:50,you gonna hear me roarrrr     ,0,1,"-1,-1,-1,-1,-1,-1,-1,1,-1"
z13xxdyxcsbwdda5l04cfdexnunxzrgwo2o,snc,2014-09-09T17:08:44,follow me    gt  https   twitter com f llowshoutouts ,1,1,"-1,-1,-1,-1,-1,1,-1,1,-1"
z13lsbqpwk3xej2jv04cetyypm22w3pgo4s,Christ Is Risen,2014-09-09T17:59:18,i will finish this dissertation  and i will laugh in its face when i  finish  roaaarrr   ,0,0,"-1,-1,-1,-1,-1,-1,-1,0,0"
z12tvfbi0sntvhgzw04cgf35lymwivhqepo0k,blondedbythelight703,2014-09-09T20:36:30,she s an old whore ,0,0,"-1,-1,-1,-1,-1,-1,-1,0,-1"
z131xvagrrnevlmao04cf1dq2or1snlqkso0k,taione88,2014-09-09T21:03:35,please share and help to my friend  http   www gofundme com jormis  thank  you very much ,1,1,"-1,-1,-1,-1,-1,1,-1,1,1"
z12xituo3vvdxvrhk04cdxmilwfwhfdgmz00k,moilovemoi,2014-09-09T22:34:28,roaaaaarrrrrr ,0,0,"-1,-1,-1,-1,-1,-1,-1,0,-1"
z12wsbxquxjthdm0i22jc3ehdnuhwv5xi04,caleb owczarzak,2014-09-09T22:35:25,this looks so fun and it s a good song,0,0,"0,-1,-1,-1,-1,-1,-1,0,0"
z12wujphdvrxcbksz23lc3j5xsqadn0cz,Made2Falter,2014-09-09T23:55:30,check out our vids  our songs are awesome  and that i guarantee   ,1,1,"0,1,-1,-1,-1,-1,1,0,0"
z131i52zez2uythxs04chxi45y2otxcjcw00k,Jessy  Riivera,2014-09-10T01:19:03,i love you katy ,0,0,"-1,-1,0,-1,-1,-1,0,0,-1"
z131xnwierifxxkj204cgvjxyo3oydb42r40k,YULIOR ZAMORA,2014-09-10T01:35:54,i    loved        it           so       much          because         you          get         to         stand            fear  ,0,0,"-1,-1,-1,-1,-1,-1,-1,0,1"
z13ndjiobv24y14tp230gvzjeovuup1vf,Nicolás Jara,2014-09-10T01:50:55,click for itunes code http   shhort com a r  laviqu b,1,1,"-1,-1,-1,-1,-1,1,-1,1,1"
z13ncdbb1urrxdhcs22gfp35gkqiuhgcr,Neo Joey,2014-09-10T09:09:57,katy perry is and inspirational singer her voice is awesome and i loved her  so much   she achieved music history and i couldn t believe that   guys if  you could take  min to go to my channel and watch my first video i would be  greatly thankful for this    ty guys n katy is still awesome xoxo,1,1,"-1,-1,-1,-1,-1,-1,1,-1,1"
z122tnij5nmvhtqkx22jdnc40rzbulxwe04,Jack lewandowski,2014-09-10T11:48:08,hi guys i sell jack daniel s hard back cover case for iphone    s  c  s         old time with only   dollars on ebay   http   www ebay com itm              sspagename strk meselx it amp  trksid p     m     l     ,1,0,"-1,-1,-1,-1,-1,1,-1,0,0"
z13derchioqxifr1m22pztjgvwuewvtz404,Jane Kaspar,2014-09-27T11:50:38,how old is katy perry ,0,0,"-1,-1,-1,-1,-1,-1,-1,0,-1"
z13qfffoxqacypnu122ojzxgmnvvthucz,Mättr Valleni,2014-09-10T21:38:12,https   m facebook com story php story fbid                 amp id                 amp ref stream  gf,1,1,"-1,-1,-1,-1,-1,1,-1,1,1"
z12mt5kxyqyful0jq04cdrchivu0v5ip51k,TheParkourGamingPotato,2014-09-10T22:58:23,subscribe to me,1,1,"-1,-1,-1,-1,-1,-1,-1,1,-1"
