comment_id,author,date,old_text,expected_label,cid,text,model_pred,vectors
z13qybua2yfydzxzj04cgfpqdt2syfx53ms0k,John Bello,2014-08-01T21:04:03,Hey everyone. Watch this trailer!!!!!!!!  http://believemefilm.com?hlr=h2hQBUVB﻿,1,358,hey everyone  watch this trailer          http   believemefilm com hlr h hqbuvb,1,"-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1"
z12rw1o4zvidhdthz04cixxjssq5wzsrlpk0k,Nere Overstylish,2014-08-02T23:12:49,check out my rapping hope you guys like it  https://soundcloud.com/nereboy/call-of-the-lostproduce-by-atlastatlas-rapper-jkork  and follow and message me :)﻿,1,359,check out my rapping hope you guys like it  https   soundcloud com nereboy call of the lostproduce by atlastatlas rapper jkork  and follow and message me   ,0,"-1,-1,0,1,-1,-1,-1,-1,1,0,1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1"
z12ogvgbmre3eloah04ccjbpsmusxdxbwc0,djh3mi,2014-08-06T21:14:15,hey guys!! visit my channel pleaase (i'm searching a dream)﻿,1,361,hey guys   visit my channel pleaase  i m searching a dream ,1,"-1,-1,-1,-1,-1,1,-1,1,1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1"
z13ijjrgqqyqzfo2t23zfztbtlu4ghg5o04,Lil Misme,2014-08-09T03:01:25,Hey Guys this is Glamour Beauty! I just started my youtube channel please  go check it out! I'm going to post singing videos and also random videos  that I fell like! Please go to subscribe! More to come soon!. Remember to  subscribe!﻿,1,364,hey guys this is glamour beauty  i just started my youtube channel please  go check it out  i m going to post singing videos and also random videos  that i fell like  please go to subscribe  more to come soon   remember to  subscribe ,0,"-1,-1,0,1,-1,1,-1,1,1,0,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,1"
z122xxgxipvdzpovt22xjlyi5o3pebufp,Emilie,2014-08-09T20:12:26,Hey guys! My mom said if i got 100 subs before christmas I'll get a kitten  and I always have wanted an kitten so please watch my videos and if you  like it subscribe or like :) Please no mean comments﻿,1,365,hey guys  my mom said if i got     subs before christmas i ll get a kitten  and i always have wanted an kitten so please watch my videos and if you  like it subscribe or like    please no mean comments,1,"-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,1"
z13jtfwiuwrvy1tng23gid4hesqwxl4cm,Artady,2014-08-11T16:27:55,https://soundcloud.com/artady please check my stuff; and make some feedback﻿,1,367,https   soundcloud com artady please check my stuff  and make some feedback,0,"-1,-1,0,-1,-1,-1,-1,-1,-1,0,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,1"
z12bxv4olmv3j1i2w232y5awruz3i1rva,J STROMMER,2014-08-11T17:32:00,Take a break from Katie and help me reach 100 subscribers this month!  New  music and free downloads! ﻿,1,368,take a break from katie and help me reach     subscribers this month   new  music and free downloads  ,1,"-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1"
z13vendrur3zxdgkd22azzlzftn1vj3pp04,Evin Alshamas,2014-08-12T05:20:24,Subscribe me please﻿,1,369,subscribe me please,1,"-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1"
z130s5kb0v3yjj3fp23zexx5iyuvv1js5,maddog1431,2014-08-12T18:38:42,Check out my covers I have a video coming out  please subscribe﻿,1,370,check out my covers i have a video coming out  please subscribe,0,"-1,-1,0,1,-1,-1,-1,-1,-1,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1"
z123std54m2ozht10232efr5svb4vh0au04,MB LOVE,2014-08-13T03:04:34,Subscribe to My CHANNEL﻿,1,371,subscribe to my channel,1,"-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1"
z123gzjyszflihgih04cdzeblxuifpxzbes,IbbyUchiha,2014-08-15T15:52:40,Hey guys. I am a very small YouTuber I upload videos nearly every single  day. I once hope to be like shikas so can you please give 2 mins of your  life to view this channel. and my new video is on how to watch all the  anime for free. and I am pretty sure you wont regret visiting this channel. Thank you!﻿,1,372,hey guys  i am a very small youtuber i upload videos nearly every single  day  i once hope to be like shikas so can you please give   mins of your  life to view this channel  and my new video is on how to watch all the  anime for free  and i am pretty sure you wont regret visiting this channel  thank you ,1,"-1,-1,-1,-1,-1,1,-1,1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,1"
z13ect4j2km1gnhhu04cdfmwnmbkvn45x20,Cléda Dimitri,2014-08-16T07:24:50,http://www.rtbf.be/tv/emission/detail_the-voice-belgique/toutes-les-auditions/auditionDetail_?emissionId=3873&amp;id=342  Please join me to the voice Liked and shared it please to win more audition  score. Thanks so much﻿,1,373,http   www rtbf be tv emission detail the voice belgique toutes les auditions auditiondetail  emissionid      amp id      please join me to the voice liked and shared it please to win more audition  score  thanks so much,1,"-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,1"
z12ddjvqypyusrssu22ewddagoagu1k2v,WeMuckAround,2014-08-16T20:59:28,katy perry will u sit on my face please. it would be really awesome and  i'll give you 5 dollars. ok if you want to do this then please call me and  subscribe to my channel first ok thats good and then u sit on my face and  ill get an erection then you sit more k?﻿,1,374,katy perry will u sit on my face please  it would be really awesome and  i ll give you   dollars  ok if you want to do this then please call me and  subscribe to my channel first ok thats good and then u sit on my face and  ill get an erection then you sit more k ,1,"-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,1"
z131ynbp4yepzvz4304cj5ly3oyietfpbj0,Soundhase,2014-08-19T18:59:38,Hi Guys! check this awesome EDM &amp; House mix :) thanks a lot..  https://soundcloud.com/soundhase/edm-house-mix-2﻿,1,378,hi guys  check this awesome edm  amp  house mix    thanks a lot    https   soundcloud com soundhase edm house mix  ,0,"-1,-1,0,-1,-1,-1,-1,-1,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1"
z13zxxtwurq5cxuiz04cc5xapsypshtipdo,Elle xox,2014-08-20T02:55:54,Hiya😊 I just started YouTube and it would mean a lot if some of you could  subscribe and watch my first video?xx﻿,1,379,hiya i just started youtube and it would mean a lot if some of you could  subscribe and watch my first video xx,1,"-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1"
z12mvbxwqoz1hlhay04cfnuzfxuwdx1pj54,Charles Baptist,2014-08-20T20:18:13,Help Please!!  http://www.gofundme.com/RJanimalcare﻿,1,381,help please    http   www gofundme com rjanimalcare,1,"-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1"
z13ccdmpbuuqc32bf04cj3xrcrrjsxozwtk0k,phemion23,2014-08-21T10:25:48,http://www.mediafire.com/download/yvovhafsv5qzzqo/Video.rar    download and  make money today ﻿,1,382,http   www mediafire com download yvovhafsv qzzqo video rar    download and  make money today ,1,"-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1"
z12jenlhyre0eheyx04ch1aquxfdsvgpd44,Special Pentrutine,2014-08-22T04:50:50,"&lt;script&gt;document.write('&lt;a target=""_self"" href="" http://rover.ebay.com/rover/1/710-53481-19255-0/1?icep_ff3=1&amp;pub=5575096797&amp;toolid=10001&amp;campid=5337555197&amp;customid=bogdan+grigore&amp;ipn=psmain&amp;icep_vectorid=229508&amp;kwid=902099&amp;mtid=824&amp;kw=lg""&gt;check  this out new arive on ebay&lt;/a&gt;&lt;img  style=""text-decoration:none;border:0;padding:0;margin:0;"" src="" http://rover.ebay.com/roverimp/1/710-53481-19255-0/1?ff3=1&amp;pub=5575096797&amp;toolid=10001&amp;campid=5337555197&amp;customid=bogdan+grigore&amp;mpt='+Math.floor(Math.random()*999999999)+'""&gt;');&lt;/script&gt;&lt;noscript&gt;&lt;a  target=""_self"" href="" http://rover.ebay.com/rover/1/710-53481-19255-0/1?icep_ff3=1&amp;pub=5575096797&amp;toolid=10001&amp;campid=5337555197&amp;customid=bogdan+grigore&amp;ipn=psmain&amp;icep_vectorid=229508&amp;kwid=902099&amp;mtid=824&amp;kw=lg""&gt;check  this out new arive on ebay&lt;/a&gt;&lt;img  style=""text-decoration:none;border:0;padding:0;margin:0;"" src="" http://rover.ebay.com/roverimp/1/710-53481-19255-0/1?ff3=1&amp;pub=5575096797&amp;toolid=10001&amp;campid=5337555197&amp;customid=bogdan+grigore&amp;mpt=[CACHEBUSTER] ""&gt;&lt;/noscript&gt;﻿",1,384, lt script gt document write   lt a target   self  href   http   rover ebay com rover                       icep ff    amp pub            amp toolid       amp campid            amp customid bogdan grigore amp ipn psmain amp icep vectorid        amp kwid        amp mtid     amp kw lg  gt check  this out new arive on ebay lt  a gt  lt img  style  text decoration none border   padding   margin     src   http   rover ebay com roverimp                       ff    amp pub            amp toolid       amp campid            amp customid bogdan grigore amp mpt   math floor math random                 gt     lt  script gt  lt noscript gt  lt a  target   self  href   http   rover ebay com rover                       icep ff    amp pub            amp toolid       amp campid            amp customid bogdan grigore amp ipn psmain amp icep vectorid        amp kwid        amp mtid     amp kw lg  gt check  this out new arive on ebay lt  a gt  lt img  style  text decoration none border   padding   margin     src   http   rover ebay com roverimp                       ff    amp pub            amp toolid       amp campid            amp customid bogdan grigore amp mpt  cachebuster    gt  lt  noscript gt ,0,"-1,-1,0,1,-1,-1,-1,-1,-1,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1"
z131tjkgdtvpxzx1i23gctyj5rrluhsvy,zeynep saka,2014-08-23T05:58:47,I #votekatyperry for the 2014 MTV #VMA Best Lyric Video! See who's in the  lead and vote:  http://on.mtv.com/Ut15kX﻿,1,385,i  votekatyperry for the      mtv  vma best lyric video  see who s in the  lead and vote   http   on mtv com ut  kx,1,"-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1"
z13nuzezjmfpcjqzm04cftuaxpb3gjmxevw0k,MarianMusicChannel,2014-08-24T03:57:52,"Hello! I'm Marian, I'm a singer from Venezuela! I was part of a boy-girl band named cubik, and I'm now singing on my own  'cause I wanted to play my own pop and pop-rock songs.  It would mean a lot if you could have a look at my channel to check my  music and watch my new video!! and if u like, subscribe to it! XOXO THANKS!!  PS: if you like a lot my channel, you can share it with your friends!!  Haha!! LOL MARIAN﻿",1,387,hello  i m marian  i m a singer from venezuela  i was part of a boy girl band named cubik  and i m now singing on my own   cause i wanted to play my own pop and pop rock songs   it would mean a lot if you could have a look at my channel to check my  music and watch my new video   and if u like  subscribe to it  xoxo thanks    ps  if you like a lot my channel  you can share it with your friends    haha   lol marian,0,"-1,-1,0,-1,-1,1,-1,-1,-1,0,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1"
z13hyv0ixuavuliyt04cix1j5t3qgpggce4,Paul Hannam,2014-08-25T05:37:22,In what South American jungle or any jungle for that matter do you find an  African elephant and a bengal tiger in the same place. Who made this video.﻿,0,389,in what south american jungle or any jungle for that matter do you find an  african elephant and a bengal tiger in the same place  who made this video ,1,"-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1"
z131zf0iwvjihbgp404cjtkqvzrbibkprjs,DicesMusic .,2014-08-27T09:30:35,ima rapper trying to get notice please check out my mixtape   datpiff.com/mixtapes-detail.php?id=633807﻿,1,391,ima rapper trying to get notice please check out my mixtape   datpiff com mixtapes detail php id       ,0,"-1,-1,0,1,-1,-1,-1,-1,-1,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1"
z13cyh3gowyyxlotr23vsplhbt23hbmwy04,Angie Sivrikozi,2014-08-27T21:12:48,"Its a good song and i like her video clip, because its a bout a girl that  her airplane crashed on a land far far away... and she found the way to  survive! And i love the pet tiget too( Kitty Purpy) lol :D﻿",0,392,its a good song and i like her video clip  because its a bout a girl that  her airplane crashed on a land far far away    and she found the way to  survive  and i love the pet tiget too  kitty purpy  lol  d,1,"-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1"
z135drnwswvsgvkyq04cfjh4xpb3cn2hugg,Sam Klein,2014-08-31T03:52:29,"She named the tiger Kitty Purry  No, seriously, she did, check the video ﻿",0,399,she named the tiger kitty purry  no  seriously  she did  check the video ,0,"-1,-1,0,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1"
z133uthy3uvscvxox04cfr1bjw2idvehcxw0k,Justin Chery,2014-09-01T17:55:34,"And after the video ends, a 13 ft. boa constrictor squeezes her to death.﻿",0,401,and after the video ends  a    ft  boa constrictor squeezes her to death ,1,"-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1"
z13sfvhiwxmqz3xad04cddehoyr5g1i5c0s,TWIN MELODY,2014-09-02T19:57:01,"  HI!:D!:) We’ re TWIN MELODY ,17 year old twins :) WE DID SOME COVERS!!WE DID A COVER OF BIRTHDAY BY KATY PERRY!!  PLEASE JUST TAKE 1 SECOND AND WATCH IT!! THANKS,MERCI,GRACIAS,DANKE,OBRIGADO,GRAZIE ….    !!!  &lt;3  XX HAVE A NICE DAY!!:D﻿",1,403,  hi  d    we re twin melody     year old twins    we did some covers  we did a cover of birthday by katy perry    please just take   second and watch it   thanks merci gracias danke obrigado grazie            lt    xx have a nice day   d,1,"-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,1"
z121gbuy2unhc5m4n04cf3kyslqhepeqgvo0k,Santeri Saariokari,2014-09-03T16:32:59,"Hey guys go to check my video name ""growtopia my story""﻿",1,405,hey guys go to check my video name  growtopia my story ,0,"-1,-1,0,-1,-1,-1,-1,1,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1"
z12yxpmqktb4zxptp221j3njlmjbtfgmi,VitalXtreme,2014-09-04T03:56:53,YAY IM THE 11TH COMMENTER!!!!!                                    IF YOUR  CRAZY PLEASE DONATE BITCOINS TO ME AT: 1FHeNqx1twqM153v2PTAyieJNEALAhZvEM﻿,1,407,yay im the   th commenter                                         if your  crazy please donate bitcoins to me at   fhenqx twqm   v ptayiejnealahzvem,1,"-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1"
z12kjjlhsmiqsfzrb04ch5i5rt2qvbahppg0k,Eder Rodriguez,2014-09-07T19:30:24,katy perry  just stop it and dont do a song i dont like it﻿,0,416,katy perry  just stop it and dont do a song i dont like it,1,"-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1"
z12hzb1hzxbjh310c234ddqgoluidjufb,Aemon Sevker,2014-09-07T19:34:29, GO TO MY CHANNEL and check out my written songs﻿,1,417, go to my channel and check out my written songs,0,"-1,-1,0,1,-1,1,-1,-1,-1,0,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1"
z134e5zjck2agxwd423hdjgx1y3ndvhf4,Christopher Pete S.,2014-09-07T22:39:21,Subscribe and u are gonna hear me roar ;)﻿,1,419,subscribe and u are gonna hear me roar   ,1,"-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1"
z12qvnw51y31ulrx304cjbkq1yzqzdkiytg0k,jessica durham,2014-09-09T06:10:07,"Please help me give my son a grave.  http://www.gofundme.com/BishopsGraveMarker Or please just share it on your  fb page, I do not have one anymore.﻿",1,422,please help me give my son a grave   http   www gofundme com bishopsgravemarker or please just share it on your  fb page  i do not have one anymore ,1,"-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1"
z13lsbqpwk3xej2jv04cetyypm22w3pgo4s,Christ Is Risen,2014-09-09T17:59:18,I WILL FINISH THIS DISSERTATION! And I will laugh in its face when I  finish! Roaaarrr =3﻿,0,425,i will finish this dissertation  and i will laugh in its face when i  finish  roaaarrr   ,1,"-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1"
z131xvagrrnevlmao04cf1dq2or1snlqkso0k,taione88,2014-09-09T21:03:35,Please share and help to my Friend! http://www.gofundme.com/jormis  Thank  you very much!﻿,1,427,please share and help to my friend  http   www gofundme com jormis  thank  you very much ,1,"-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,1"
z12wsbxquxjthdm0i22jc3ehdnuhwv5xi04,caleb owczarzak,2014-09-09T22:35:25,This looks so fun and it's a good song﻿,0,429,this looks so fun and it s a good song,1,"-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1"
z12wujphdvrxcbksz23lc3j5xsqadn0cz,Made2Falter,2014-09-09T23:55:30,"Check out our vids, our songs are awesome! And that I guarantee :)﻿",1,430,check out our vids  our songs are awesome  and that i guarantee   ,0,"-1,-1,0,1,-1,-1,-1,-1,-1,0,1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1"
z13ncdbb1urrxdhcs22gfp35gkqiuhgcr,Neo Joey,2014-09-10T09:09:57,Katy perry is and inspirational singer her voice is awesome and I loved her  so much . She achieved music history and I couldn't believe that . Guys if  you could take 1min to go to my channel and watch my first video I would be  greatly thankful for this :) ty guys N katy is still awesome xoxo﻿,1,434,katy perry is and inspirational singer her voice is awesome and i loved her  so much   she achieved music history and i couldn t believe that   guys if  you could take  min to go to my channel and watch my first video i would be  greatly thankful for this    ty guys n katy is still awesome xoxo,1,"-1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,1,1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1"
z122tnij5nmvhtqkx22jdnc40rzbulxwe04,Jack lewandowski,2014-09-10T11:48:08,Hi guys i sell Jack Daniel's Hard Back Cover Case for iPhone 5 5S 5C 4S 4   6'' Old Time with only 3 Dollars on Ebay:  http://www.ebay.com/itm/251638183951?ssPageName=STRK:MESELX:IT&amp;_trksid=p3984.m1555.l2649 ﻿,1,435,hi guys i sell jack daniel s hard back cover case for iphone    s  c  s         old time with only   dollars on ebay   http   www ebay com itm              sspagename strk meselx it amp  trksid p     m     l     ,1,"-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1"
z12ijzhpitadz15sb23bgxfoilenufewr04,Walker's.Enchanted.Music.Channel,2014-09-11T02:15:22,"i think they were drunk when they shot the first half of the video and then the sec on half comes in, and her boobs are magically bigger and  she's more beautiful suddenly, and the dude practically vanishes ﻿",0,440,i think they were drunk when they shot the first half of the video and then the sec on half comes in  and her boobs are magically bigger and  she s more beautiful suddenly  and the dude practically vanishes ,1,"-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1"
z12sixzbalueu5irr04chv1yhpy4t5ky31g,o olek,2014-09-11T17:43:49,The great mother of the jungle. Sweet and natural. I like her videos.﻿,0,442,the great mother of the jungle  sweet and natural  i like her videos ,1,"-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1"
z12ax3ozzsjafnboe04civtrlxzzxtbbaxs0k,Sheldon Duncombe,2014-09-11T19:09:43,http://www.aaas.org/tech-i/vote#view/25874/2177367 VOTE SHELDON PLEASE  GUYS. GIVE IT 5 STARS. THANKS IN ADVANCE﻿,1,443,http   www aaas org tech i vote view               vote sheldon please  guys  give it   stars  thanks in advance,1,"-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1"
z12zu5v4qlruc11zc04cg5rrnzjehpzwv3g,SergiBeCa Official,2014-09-12T03:39:36,Can you check my videos please? Don't hate me :( Give me one oportunity﻿,1,445,can you check my videos please  don t hate me    give me one oportunity,0,"-1,-1,0,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1"
z12qf5rimw3pfbw1w22pyruxovawz1dkq,Cristina Valencia,2014-09-12T15:26:38,"hey guys i really want to go to a katy perry concert so im in this contest  where i need a lot of likes and im loosing :( so please if you could like  this picture it would be very nice, thank you i really want to go to her  concert :) https://www.facebook.com/exagdl/photos/a.936868579660284.1073741943.111719098841907/937732262907249/?type=1&amp;theater ﻿",1,449,hey guys i really want to go to a katy perry concert so im in this contest  where i need a lot of likes and im loosing    so please if you could like  this picture it would be very nice  thank you i really want to go to her  concert    https   www facebook com exagdl photos a                                                             type   amp theater ,1,"-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,1"
z12tclby1nuyflgbw04cdnyg3zfvefn5lrg0k,Technibility,2014-09-12T21:08:47,Great video by a great artist in Katy Perry! Admire her creativity! Check  out our channel for no nonsense mobile tech reviews and comparisons as well  as an iPhone 6 and 6 Plus review and comparison!﻿,1,451,great video by a great artist in katy perry  admire her creativity  check  out our channel for no nonsense mobile tech reviews and comparisons as well  as an iphone   and   plus review and comparison ,0,"-1,-1,0,1,-1,1,-1,-1,-1,0,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1"
z13dgdph5vnutpnq004ci3lbtymmtlphrto0k,MyNameIs Leah,2014-09-13T12:27:00,"Hey guys!  Can you please SUBSCRIBE to my channel,because I'm gonna filming a video so  hope you guys like it and thank you so much for you're support! Xoxo,Leah!  &lt;3 ﻿",1,453,hey guys   can you please subscribe to my channel because i m gonna filming a video so  hope you guys like it and thank you so much for you re support  xoxo leah    lt   ,1,"-1,-1,-1,-1,-1,1,-1,1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,1"
z13lwjvwbrqgdrdut22qhf54gvqwuz1nv,Thalia Grace,2014-09-14T15:55:13,This comment will randomly get lot's of likes and replies for no reason. I  also like Jello. Strawberry jello.﻿,0,463,this comment will randomly get lot s of likes and replies for no reason  i  also like jello  strawberry jello ,1,"-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1"
z13ejhmaiyjmcrlgw04ccvqwdobqtjn4ea4,David Sean,2014-09-15T10:53:46,"Hey guys! I've made a amazing Smiley T-Shirt.Of all the things you wear,  your expression is the most important and remember all the statistics in  the world can’t measure the warmth of a smile. If you're a big fan of  T-Shirts and want to gets more happiness, it's perfect for you.  Check this  out and buy it at www.teespring.com/smiley12 =)) thanks you guys so  much!!! ﻿",1,464,hey guys  i ve made a amazing smiley t shirt of all the things you wear   your expression is the most important and remember all the statistics in  the world cant measure the warmth of a smile  if you re a big fan of  t shirts and want to gets more happiness  it s perfect for you   check this  out and buy it at www teespring com smiley       thanks you guys so  much    ,0,"-1,-1,0,1,-1,-1,-1,1,1,0,1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1"
z12wj5g52rzbcvprl04cenuj1yyifhxq3hw,LuckyMusiqLive,2014-09-15T17:47:57,Katy has the voice of gold. this video really brings the lyrics to life. I  am a rapper with 25000 subscribers.. thumbs up if you hate when you take a  shit and the water splashes your nuts﻿,1,466,katy has the voice of gold  this video really brings the lyrics to life  i  am a rapper with       subscribers   thumbs up if you hate when you take a  shit and the water splashes your nuts,1,"-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1"
z13kdx4bjwevyfhfy222jhvo2nvsdxzyt04,Alanoud Alsaleh,2014-09-15T18:27:56,"I started hating Katy Perry after finding out that she stole all of the  ideas on her videos  from an old comic book. Yet, her music is catchy. ﻿",0,467,i started hating katy perry after finding out that she stole all of the  ideas on her videos  from an old comic book  yet  her music is catchy  ,0,"-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1"
z12wc1vj2mytepiki22lf5bggrynfloa304,Rolando Viray,2014-09-16T07:11:53,This Song Was Good Until It Got Overplayed The Hell Out Of On Radio﻿,0,472,this song was good until it got overplayed the hell out of on radio,0,"-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1"
z12vibnqjrygfn0p404cc1loanvyw54pcmw0k,Nathan Waterhouse,2014-09-16T14:21:04,Please check out my acoustic cover channel :) thanks ﻿,1,477,please check out my acoustic cover channel    thanks ,0,"-1,-1,0,1,-1,1,-1,-1,-1,0,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1"
z13ithgi0zjwz15rn04cclkgxpafydzocrs0k,Harrison Lloyd,2014-09-16T20:32:46,Imagine this in the news crazy woman found acting like a tiger and bit jims  ear off﻿,0,478,imagine this in the news crazy woman found acting like a tiger and bit jims  ear off,1,"-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1"
z13cyrkatpfnixkis04cinqqhmbuvhspvqk0k,Pettrus Ortega,2014-09-18T11:35:49,"THIS IS A COMPETITION TO MEET MY IDOLS, IT WOULD MEAN SO MUCH IF YOU GUYS  WILL LIKE THIS PIC ON IG! http://instagram.com/p/smZdivopxb/﻿",1,483,this is a competition to meet my idols  it would mean so much if you guys  will like this pic on ig  http   instagram com p smzdivopxb ,1,"-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1"
z12ijdi5kuimjphgy04cjzxxzyusg3xjoyc0k,Ari4Cortez5Ortiz 9Uria,2014-09-18T15:57:36,Katty perry please say in one of your new videoes that they follow the  Girls Girls please﻿,1,484,katty perry please say in one of your new videoes that they follow the  girls girls please,1,"-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1"
