comment_id,author,date,old_text,expected_label,cid,text,model_pred,vectors
z12rsv4qfpiojdp1p23szbkbfxqthbkh304,Free Fire,2014-11-08T05:02:26,"Hey Guys, I know you tend to skip these comments, but Take a look first.  I am Free Fire, A Big Room, Progressive House, Deep House, Dubstep &amp;  Chillstep Producer from a small town in Missouri. Down here, I have no  support from the community, and all I really ask is some critiquing,  Support, and Views.   My Music has gotten much better then what it was 10 months ago, and I  promise my new content should be more then satisfying. Soon I should be  able to advertise and I wont pester you guys anymore.  So gimme a chance and check out my music, thanks and god bless.﻿",1,671,hey guys  i know you tend to skip these comments  but take a look first   i am free fire  a big room  progressive house  deep house  dubstep  amp   chillstep producer from a small town in missouri  down here  i have no  support from the community  and all i really ask is some critiquing   support  and views    my music has gotten much better then what it was    months ago  and i  promise my new content should be more then satisfying  soon i should be  able to advertise and i wont pester you guys anymore   so gimme a chance and check out my music  thanks and god bless ,1,"-1,-1,1,1,-1,-1,-1,1"
z13fctugtriitvzco23gtnb4mnbff144f04,MntDewWigger,2014-11-09T12:50:06,check out mah girl it duh shit yo﻿,1,676,check out mah girl it duh shit yo,1,"-1,-1,1,1,-1,-1,-1,-1"
z123svxivleiez5vt23mdzk55siwe5on0,Marnell Ampungan,2014-11-09T13:43:04,Check out this video on YouTube:Facebook lhudygirlamaya ﻿,1,677,check out this video on youtube facebook lhudygirlamaya ,1,"-1,-1,1,1,-1,-1,-1,-1"
z13tf12gvt2owtxpl04ceprwxmqnxx5a2gs,Kwon Kee,2014-11-09T19:35:44,"Hey yall its the real Kevin Hart, shout out to my fans!!! follow me +RealKevinHeart ﻿",1,678,hey yall its the real kevin hart  shout out to my fans    follow me  realkevinheart ,1,"-1,-1,-1,1,-1,-1,-1,1"
z13felizynymfpd4304cc1loanvyw54pcmw0k,Nathan Waterhouse,2014-11-10T01:07:06,Check out my acoustic channel ﻿,1,679,check out my acoustic channel ,0,"-1,-1,1,1,-1,1,-1,-1"
z12ww5toptirsbbjb04chfqgguiqu3jqfik,Lauren And Victoria,2015-06-04T23:00:48,Come check out our parody of this!﻿,1,691,come check out our parody of this ,1,"-1,-1,1,1,-1,-1,-1,-1"
z13tczjy5xj0vjmu5231unho1ofey5zdk,LaS Music,2015-05-28T19:23:35.355000,"Hey guys, I&#39;m a human.<br /><br /><br />But I don&#39;t want to be a human, I want to be a sexy fucking giraffe.<br /><br /><br />I already have the money for the surgery to elongate my spinal core, the surgery to change my skin pigment, and everything else! Like this post so others can root me on in my dream!!!!<br /><br /><br />Im fucking with you, I make music, check out my first song! <a rel=""nofollow"" class=""ot-hashtag"" href=""https://plus.google.com/s/%23giraffebruuh"">#giraffebruuh</a>﻿",1,706,hey guys  i     m a human  br    br    br   but i don     t want to be a human  i want to be a sexy fucking giraffe  br    br    br   i already have the money for the surgery to elongate my spinal core  the surgery to change my skin pigment  and everything else  like this post so others can root me on in my dream     br    br    br   im fucking with you  i make music  check out my first song   a rel  nofollow  class  ot hashtag  href  https   plus google com s    giraffebruuh   giraffebruuh  a ,1,"-1,-1,1,1,-1,-1,-1,1"
z13fzt0pzle4dlczg04cfd3yonqhfrva3bs,Jenna Metchooyeah,2015-05-26T12:31:06.611000,Check out this video on YouTube:﻿,1,752,check out this video on youtube ,1,"-1,-1,1,1,-1,-1,-1,-1"
z131jxyx5lameffkt23qfhsb4weazhxxg04,thebayareapimp,2015-05-26T12:04:50.454000,WELL THIS DUDES FADED THE FUCK OUT!﻿,0,754,well this dudes faded the fuck out ,1,"-1,-1,-1,1,-1,-1,-1,-1"
z13rhxvopkjkxp1kr23xfrio3oyttbvuq,Xan Harmer,2015-05-26T06:19:34.669000,Check out this video on YouTube:﻿,1,759,check out this video on youtube ,1,"-1,-1,1,1,-1,-1,-1,-1"
z12ntfuinv2kjvjtr220szfjmru0ydt13,Jessica Benavides ,2015-05-26T04:15:04.528000,Check out this video on YouTube:<br />﻿,1,760,check out this video on youtube  br   ,1,"-1,-1,1,1,-1,-1,-1,-1"
z13jszkr5ka1e5s5204cetkg3mnazbb5zcc,Paul Garza,2015-05-24T17:13:37.700000,Check out this video on YouTube:﻿,1,778,check out this video on youtube ,1,"-1,-1,1,1,-1,-1,-1,-1"
z12lfnvjjm3vi1fsx23mdjc5rpu3x3kox04,Jd Hurst,2015-05-23T01:50:08.642000,Check out this video on YouTube:﻿,1,798,check out this video on youtube ,1,"-1,-1,1,1,-1,-1,-1,-1"
z12dhjqivqv3zvxwl04ccrs43v2wz1cbys40k,Bella Cullen,2015-05-19T23:21:48.011000,Check out this video on YouTube:<br />Gotta dance and just have a blast every time I hear this song !!!! Just ❥love❥ it!<br />﻿,1,843,check out this video on youtube  br   gotta dance and just have a blast every time i hear this song      just love it  br   ,1,"-1,-1,1,1,-1,-1,-1,-1"
z12gwzbqipbzyt0dg232zfya0qzpudm0e,Vathanarajah Kunarajah,2015-05-17T19:36:36.955000,Check out this video on YouTube:﻿,1,872,check out this video on youtube ,1,"-1,-1,1,1,-1,-1,-1,-1"
z13pxhrhjrjqfzifz23bttvrnrifc3nhf04,"TelePricol - FUNNY VIDEOS,ЛУЧШИЕ ПРИКОЛЫ",2015-05-17T14:02:31.882000,SUBSCRIBE TO MY CHANNEL﻿,1,878,subscribe to my channel,0,"-1,-1,-1,-1,-1,1,-1,-1"
z13xzrkqqre1tvoop04cfnzgaurpgxugyt40k,vinh nguyen,2015-05-16T23:25:15.189000,Check out this video on YouTube:﻿,1,890,check out this video on youtube ,1,"-1,-1,1,1,-1,-1,-1,-1"
LneaDw26bFspwHUoVH2c1_LONmdspcoJ2HoRzSx0cV8,Jason Viens,,CHECK OUT MY MUSIC VIDEO ON MY CHANEL!!!,1,904,check out my music video on my chanel   ,1,"-1,-1,1,1,-1,-1,-1,-1"
z13dhbaigtyijdrwx04cizho1lfidrircjc,Nguyen Thanh Son,2015-05-15T12:57:45.957000,Check out this video on YouTube:﻿,1,910,check out this video on youtube ,1,"-1,-1,1,1,-1,-1,-1,-1"
z13pgfty2nvaitsgd04cfbir1rfninn4auw0k,16ladydanger,2015-05-14T17:59:04.547000,Check out this playlist on YouTube:﻿,1,911,check out this playlist on youtube ,1,"-1,-1,1,1,-1,-1,-1,-1"
z13ohniidsqhcjs1k22ti544qybadb25b04,reesekupp24,2015-05-14T14:10:58.987000,Check out this video on YouTube:﻿,1,912,check out this video on youtube ,1,"-1,-1,1,1,-1,-1,-1,-1"
z13butni2oehuf10e22nslhgcxydyv4cj,Joe Ybarra,2015-05-12T06:07:23.379000,Guys lmfaois going to have a reunion on June/27/15 at expo Idaho gardens there going 2 performe live and there&#39;s going 2 be a press conference after to answer questions about were there been its all live on my channel I got publishing rights subscribe to my channel to watch the whole thing if u don&#39;t believe me look it up hope to see all u true fans there and yes it&#39;s free ﻿,1,916,guys lmfaois going to have a reunion on june       at expo idaho gardens there going   performe live and there     s going   be a press conference after to answer questions about were there been its all live on my channel i got publishing rights subscribe to my channel to watch the whole thing if u don     t believe me look it up hope to see all u true fans there and yes it     s free ,0,"-1,-1,-1,-1,-1,1,-1,-1"
z12hv1bh4sidiji2m22mcpxxunqoyjfpz04,Ashton Larsen,2015-05-11T03:48:24.272000,Check out this playlist on YouTube:m﻿,1,918,check out this playlist on youtube m,1,"-1,-1,1,1,-1,-1,-1,-1"
z13zgnsz3qnac3xp204ci1kzyveqyfkz12o,Christy Bautista,2015-05-09T22:59:57.737000,Check out this video on YouTube:<br /><br /><br /><br />﻿,1,919,check out this video on youtube  br    br    br    br   ,1,"-1,-1,1,1,-1,-1,-1,-1"
z12sj5z4axu0zfuej22ccbexhuvcizgmj,dan reyes,2015-05-09T13:49:23.857000,Check out this video on YouTube:﻿,1,920,check out this video on youtube ,1,"-1,-1,1,1,-1,-1,-1,-1"
z13aud2q2nvduhzm522ohj5hxqudizs4p04,Patrik Gybka,2015-05-05T09:32:04.687000,SUBSCRIBE MY CHANNEL PLEASE LOL PRO PLAYS)﻿,1,923,subscribe my channel please lol pro plays ,0,"-1,-1,-1,-1,-1,1,-1,-1"
z13vu1mhmw3jzv5zr04cf5rr2xvdzxw4dcc,jenrry garcia,2015-05-04T17:13:41.103000,Check out this video on YouTube:﻿,1,924,check out this video on youtube ,1,"-1,-1,1,1,-1,-1,-1,-1"
z12kxfdagp2hubhd122ddnaz3z2iupfw404,Renee Colley,2015-05-04T07:22:53.416000,Check out this video on YouTube:﻿,1,925,check out this video on youtube ,1,"-1,-1,1,1,-1,-1,-1,-1"
z12lj5vp4umotnlo004cg5fhpz2svlkaeyg0k,mariela guzman,2015-05-02T03:56:24.560000,Check out this video on YouTube:﻿,1,928,check out this video on youtube ,1,"-1,-1,1,1,-1,-1,-1,-1"
z12twdioonizgpvdv22zwv1i1njct3hhc04,July Baby,2015-04-28T10:24:07.401000,Check out this video on YouTube:﻿,1,930,check out this video on youtube ,1,"-1,-1,1,1,-1,-1,-1,-1"
z12gwxpqcqnoev1ow04cdvbwvla3xnuhs1g,NerdyQueen〈3,2015-04-28T01:07:30.541000,Check out this playlist on YouTube:﻿,1,931,check out this playlist on youtube ,1,"-1,-1,1,1,-1,-1,-1,-1"
z12lgxdibmu3vd0tt23nh3k4gkathp1mj,Nana Diaz,2015-04-26T20:44:52.830000,Check out this video on YouTube:﻿,1,932,check out this video on youtube ,1,"-1,-1,1,1,-1,-1,-1,-1"
z12iix3puuj5wxufw23fzrnybxqdy3v4s04,Josh Snow,2015-04-25T00:37:34.423000,Check out this video on YouTube:﻿,1,933,check out this video on youtube ,1,"-1,-1,1,1,-1,-1,-1,-1"
z12gf55w4pr0ibswj04cfzyb4my1zbnjsps0k,Andrea Incollingo,2015-04-21T14:52:10.879000,Check out this video on YouTube:﻿,1,934,check out this video on youtube ,1,"-1,-1,1,1,-1,-1,-1,-1"
z13phzg4gtbxtdo1o225ivwglz2wyf3vm,Sadie Pratt,2015-04-19T20:48:32.564000,Check out this video on YouTube:fb i﻿,1,935,check out this video on youtube fb i,1,"-1,-1,1,1,-1,-1,-1,-1"
z13tfboihurwxtvh404citxyhomhjp5jqbc,jefflynnejp,2015-04-18T22:02:00.446000,Check out this video on YouTube: ﻿,1,937,check out this video on youtube  ,1,"-1,-1,1,1,-1,-1,-1,-1"
z12edviawnfadzi0q221cl3gutv1utvty,devon smith,2015-04-18T16:15:24.463000,Check out this video on YouTube:﻿,1,938,check out this video on youtube ,1,"-1,-1,1,1,-1,-1,-1,-1"
z12ssnxafveqfp2jj04chjxgxsf5d1pqxio,Trong Tan Trung Tran,2015-04-18T14:27:02.046000,Check out this video on YouTube:﻿,1,939,check out this video on youtube ,1,"-1,-1,1,1,-1,-1,-1,-1"
z12tdhsicp3qubmdx23mehm5ipjnvdoyc04,‫הילה שוהם‬‎,2015-04-17T15:50:59.010000,Check out this playlist on YouTube:י<br /><br /><br /><br />⛺🏤⛺⛺﻿,1,940,check out this playlist on youtube  br    br    br    br   ,1,"-1,-1,1,1,-1,-1,-1,-1"
z12khbui5mqzd1wpg04cczdbnsuyep5bubo,Wendy Artiles,2015-04-16T00:20:37.792000,Check out this video on YouTube:﻿,1,941,check out this video on youtube ,1,"-1,-1,1,1,-1,-1,-1,-1"
z13jgzngmnuhgze0e22ywxrjzqvltz4ay04,Claudia Guerra,2015-04-15T15:37:01.799000,Check out this playlist on YouTube:<br /><br />﻿,1,942,check out this playlist on youtube  br    br   ,1,"-1,-1,1,1,-1,-1,-1,-1"
z12hsxrbio20xj1x504cfrsylnzmwlcx4i0,Wayne Jackson,2015-04-15T11:00:09.313000,Check out this video on YouTube:﻿,1,943,check out this video on youtube ,1,"-1,-1,1,1,-1,-1,-1,-1"
z13fux1zyqaeudaor04cfrsylnzmwlcx4i0,Wayne Jackson,2015-04-15T10:59:35.339000,Check out this video on YouTube:﻿,1,944,check out this video on youtube ,1,"-1,-1,1,1,-1,-1,-1,-1"
z13kxv452pm1cjgx104civvjyknfvd1jh5w,Monica Parker,2015-04-14T01:39:41.391000,Check out this video on YouTube:﻿,1,945,check out this video on youtube ,1,"-1,-1,1,1,-1,-1,-1,-1"
z12gctfjtpq4ybcdx23sshorsxrsx3ave,Victor Gamer,2015-04-13T02:00:20.152000,View 851.247.920<br /><br /> Best youtube Video<br />If Subscribe to My Channel please!<br />Thank you! &lt;3<br /><br />Melhor Vídeo do youtube<br />Se Inscreva no Meu canal por favor!<br />Obrigado! &lt;3<br /><br />Mejor Video youtube<br />Si suscriba a mi canal por favor!<br />Gracias! &lt;3<br /><br />Meilleur vidéo youtube<br />Si vous abonner à Ma Chaîne se il vous plaît!<br />Merci! &lt;3﻿,1,946,view             br    br   best youtube video br   if subscribe to my channel please  br   thank you   lt   br    br   melhor vdeo do youtube br   se inscreva no meu canal por favor  br   obrigado   lt   br    br   mejor video youtube br   si suscriba a mi canal por favor  br   gracias   lt   br    br   meilleur vido youtube br   si vous abonner  ma chane se il vous plat  br   merci   lt  ,0,"-1,-1,-1,-1,-1,1,-1,-1"
z12idnt4plzphv3jx04cd5jxoqjkzfxxsf0,THE AMAZING MOVIE MAKING NAD GAMING TOM BURKE,2015-04-11T20:32:48.515000,Lol check out my chanell and subscribe please i want 5000 subs thats it im nearly their now﻿,1,948,lol check out my chanell and subscribe please i want      subs thats it im nearly their now,1,"-1,-1,1,1,-1,-1,-1,-1"
z120g3vajzzyvndvs23xdzh41ufmy3lvj,Kiarna Burke,2015-04-11T08:36:04.370000,Check out this video on YouTube:﻿,1,949,check out this video on youtube ,1,"-1,-1,1,1,-1,-1,-1,-1"
z123sbbrgryqhfwgi04cjpbxokbdifsibhw,Kiarna Burke,2015-04-11T08:36:04.034000,Check out this video on YouTube:﻿,1,950,check out this video on youtube ,1,"-1,-1,1,1,-1,-1,-1,-1"
z13ly1xqgu2isv5vg23cdl5g3tuyu11gy04,Tammy Floyd,2015-04-09T06:07:26.158000,Check out this video on YouTube:﻿,1,952,check out this video on youtube ,1,"-1,-1,1,1,-1,-1,-1,-1"
z12eh5pohzi0fzmab04cdt3qclauvh0j2yg0k,Ognjen Videos,2015-04-08T21:11:31.085000,Please subscribe to my channel!Thanks!﻿,1,953,please subscribe to my channel thanks ,0,"-1,-1,-1,-1,-1,1,-1,-1"
z12hif0a3nj0vlkxj04cif1wcpuxvf0gpno0k,Hazetrix (EHazardStudio),2015-04-08T00:09:33.033000,hey guys im 17 years old remixer and producer and i want you guys to help me checking my videos i am sure you will love those music if you love them then subscribe so you will know more about me:)﻿,1,954,hey guys im    years old remixer and producer and i want you guys to help me checking my videos i am sure you will love those music if you love them then subscribe so you will know more about me  ,0,"-1,-1,-1,-1,-1,-1,-1,1"
z12ourggdn2gzzqoz04cgfno3un3ufjr0h0,Metroshuffle,2015-04-06T10:15:16.804000,"Check out Melbourne shuffle, everybody!﻿",1,955,check out melbourne shuffle  everybody ,1,"-1,-1,1,1,-1,-1,-1,-1"
z13pshr4npe2uphcd23ueb35eq3tfv3ta,Reynad Gamer,2015-04-04T06:11:32.255000,Subscribe My Channel﻿,1,956,subscribe my channel,0,"-1,-1,-1,-1,-1,1,-1,-1"
z132t3fhixrdghdhu04ciz2i4ovhezcgnrc0k,Law Halkett,2015-03-29T07:12:48.792000,Check out this video on YouTube:      <br />﻿,1,959,check out this video on youtube        br   ,1,"-1,-1,1,1,-1,-1,-1,-1"
z124cfkz5v34vrp4y04cerpiwpmxthywlhw,VidéoRiveaux,2015-03-28T14:03:55.093000,Hey ! Subscribe  to me for the peace in the world ! ♥﻿,1,960,hey   subscribe to mefor the peace in the world   ,0,"-1,-1,-1,-1,-1,-1,-1,1"
z13hwtvwqqqutf3wy04ci3abiyequ5iydgc,Maria Maldonado,2015-03-26T19:09:38.242000,Check out this playlist on YouTube:a﻿,1,961,check out this playlist on youtube a,1,"-1,-1,1,1,-1,-1,-1,-1"
z12istbx2lzbszmom04cfbgixnbrsbgai0s,Candyman 1000,2015-03-23T23:38:12.539000,Check out this video on YouTube:﻿,1,962,check out this video on youtube ,1,"-1,-1,1,1,-1,-1,-1,-1"
z12nglcrcmv3u5ijj04cjbup0tatvhozsu00k,lacy mclean,2015-03-23T01:01:36.343000,Check out this playlist on YouTube:﻿,1,963,check out this playlist on youtube ,1,"-1,-1,1,1,-1,-1,-1,-1"
z135txtbpqrgsn0hn04ch115apamjrurr2k,Champagne Pedro,2015-03-21T14:18:39.798000,Check out this playlist on YouTube:<br /><br />﻿,1,968,check out this playlist on youtube  br    br   ,1,"-1,-1,1,1,-1,-1,-1,-1"
z13vc3dz5ofug1ozy04cddlzptumwhyodhs,Carren Mangali,2015-03-21T07:01:04.171000,Check out this playlist on YouTube:🍴🍴🏄🏄🏄🍴🏄🏄🏄🏄🏊🏊🏊🏊🍴🍴🍴🍴🍴🏂🏂🏂🏂🏂🏆🍸🍸🍸🍸🏆🍻🍗🍵🍟🍟🍟🍟🍴🍕🍕🍕🍕🍕🍕🍕🍕🍕🍕🍕🍕☕️🎣🎣☕️🍕🍕🎣🎣🎣🎣🎣🎣🎣🎣🎣🎣☕️🎣🍕🍔🍔🎣🎣☕️🎣🍹🍹🏂🏂🍹🎿🏆﻿,1,969,check out this playlist on youtube ,1,"-1,-1,1,1,-1,-1,-1,-1"
z12kz3koilrlvlkkb23kfvypoofnejk1t,Dylan McGuire,2015-03-19T00:45:07.797000,Check out this video on YouTube:﻿,1,973,check out this video on youtube ,1,"-1,-1,1,1,-1,-1,-1,-1"
z12ofhliokunzd4y504cdxjymr2xyr3azhg,Hamza Hamza,2015-03-15T14:03:27.801000,Check out this video on YouTube:﻿,1,975,check out this video on youtube ,1,"-1,-1,1,1,-1,-1,-1,-1"
z13ef3oyslrmdjka204cdngjlvqpibvglr40k,Pedro Lombillo,2015-03-13T00:27:41.285000,Check out this playlist on YouTube:﻿,1,977,check out this playlist on youtube ,1,"-1,-1,1,1,-1,-1,-1,-1"
z124vlmbks2nybpou04cfv4i3vawebsxeic,TA Stealth,2015-03-11T01:25:46.234000,"Cool Video LMFAOVEVO! You should check out my shuffling videos on my channel when you get the chance. It&#39;s much appreciated. Cheers! <a rel=""nofollow"" class=""ot-hashtag"" href=""https://plus.google.com/s/%23EveryDayImVaping"">#EveryDayImVaping</a> ;-)﻿",1,980,cool video lmfaovevo  you should check out my shuffling videos on my channel when you get the chance  it     s much appreciated  cheers   a rel  nofollow  class  ot hashtag  href  https   plus google com s    everydayimvaping   everydayimvaping  a     ,0,"-1,-1,1,1,-1,1,-1,-1"
z13oc5zxxx2tynzdd23mtn1x2ujzct3kf,Peter Sadek,2015-03-09T18:44:22.184000,Check out this playlist on YouTube:﻿,1,981,check out this playlist on youtube ,1,"-1,-1,1,1,-1,-1,-1,-1"
z12hvvki4xite3sjl04cfp34wxy0fr0qjgs,latisha garcia,2015-03-09T00:33:08.463000,Check out this playlist on YouTube: I tried﻿,1,982,check out this playlist on youtube  i tried,1,"-1,-1,1,1,-1,-1,-1,-1"
z13txnfjov2tgle5z04cfd4jlyflx52ysbk,tchangkou,2014-12-04T01:31:02.296000,Check out this video on YouTube:﻿,1,984,check out this video on youtube ,1,"-1,-1,1,1,-1,-1,-1,-1"
z12lxpco5rekcfhem23zgptr3lijs3njg04,Marcus Wilkes,2015-03-05T10:52:51.062000,Check out this playlist on YouTube:﻿,1,986,check out this playlist on youtube ,1,"-1,-1,1,1,-1,-1,-1,-1"
z13jg1hq5nbadhifc224jptibp2hc511n,JuniorVlogz,2015-03-03T21:02:26.389000,Like this comment if you still jam out to this song after 4 years ﻿,1,987,like this comment if you still jam out to this song after   years ,1,"-1,-1,-1,1,-1,-1,-1,-1"
z13gdhroxseayvg3d23lglzztnzzylcbp04,Amber Wentworth,2015-03-01T16:53:54.318000,Check out this video on YouTube:﻿,1,989,check out this video on youtube ,1,"-1,-1,1,1,-1,-1,-1,-1"
z132ep1gxunohv3as04cgjsomlfhtnc5pwo0k,Jephone Cañas,2015-03-01T11:29:19.167000,this video has 800+m views<br />and the channel got 3m subscribers﻿,1,990,this video has     m views br   and the channel got  m subscribers,0,"-1,-1,-1,-1,-1,1,-1,-1"
z120i3krmo2bjrai104ceheoqtn0ur0wpuo0k,Aye Thiri Paing,2015-03-01T05:13:01.606000,Check out this video on YouTube:﻿,1,991,check out this video on youtube ,1,"-1,-1,1,1,-1,-1,-1,-1"
z13pdv1rptqbuxe1123kdzpaozbcgtr1z,Johanna Sarmiento,2015-02-28T22:00:56.179000,Check out this video on YouTube:﻿,1,994,check out this video on youtube ,1,"-1,-1,1,1,-1,-1,-1,-1"
z13ss53p4unscfngi04cjdhornvlz51zfak,allen webb,2015-02-28T21:01:42.150000,Check out this playlist on YouTube:﻿,1,995,check out this playlist on youtube ,1,"-1,-1,1,1,-1,-1,-1,-1"
z13uvdwgrxetgfm0522tzr44tliyuvcgy04,Kawiana Lewis,2015-02-27T02:20:40.987000,Check out this video on YouTube:opponents mm <br /><br /><br /><br />--•[••••=====++¥¥£££<br />﻿,1,996,check out this video on youtube opponents mm  br    br    br    br              br   ,1,"-1,-1,1,1,-1,-1,-1,-1"
z13wwxhgmr2ocvbks22mdpdwdu3lz3mze04,Jarelys Mellado,2015-02-23T00:37:24.817000,Check out this video on YouTube:<br /><br />﻿,1,997,check out this video on youtube  br    br   ,1,"-1,-1,1,1,-1,-1,-1,-1"
z12wsvobapnaetddg23ge12bkmrcy3bnf,Hamad Alhashash,2015-02-21T06:12:04.347000,Check out this video on YouTube:﻿,1,999,check out this video on youtube ,1,"-1,-1,1,1,-1,-1,-1,-1"
z122vlk54r21gd3mr224yvqbouiejbqen,Pablo Cantellano,2015-02-20T16:23:25.378000,Check out this video on YouTube:﻿,1,1000,check out this video on youtube ,1,"-1,-1,1,1,-1,-1,-1,-1"
z12syxex2mmuzbubp04chlrhcvrnsvx4urw0k,Lotoya Bolan,2015-02-20T01:54:39.930000,Check out this video on YouTube:﻿,1,1001,check out this video on youtube ,1,"-1,-1,1,1,-1,-1,-1,-1"
z13kersqlnzmxnhqo04chlrhcvrnsvx4urw0k,Lotoya Bolan,2015-02-20T01:53:33.412000,Check out this playlist on YouTube:﻿,1,1002,check out this playlist on youtube ,1,"-1,-1,1,1,-1,-1,-1,-1"
z13hcfwhxwazujhxc04cc5m5wk2vsxd5sxk0k,Fernando Luis Vega martinez,2015-02-20T01:30:11.826000,Check out this playlist on YouTube:﻿,1,1003,check out this playlist on youtube ,1,"-1,-1,1,1,-1,-1,-1,-1"
z13atpsx4ojrh3ze323nfbz4fzztjbik3,alanluna3,2015-02-18T17:45:43.182000,Check out this video on YouTube:﻿,1,1004,check out this video on youtube ,1,"-1,-1,1,1,-1,-1,-1,-1"
z13dehi4opigjlccv22zijqwwt3svpoag04,michael orton,2015-02-16T16:21:37.901000,Check out this video on YouTube:﻿,1,1006,check out this video on youtube ,1,"-1,-1,1,1,-1,-1,-1,-1"
z13fd5trkvvmublwk04cidcahpuhud1xghk,Vitaly Denisovs,2015-02-15T21:19:55.060000,"Need money ? check my channel and subscribe,soon will post how to get it )﻿",1,1007,need money   check my channel and subscribe soon will post how to get it  ,0,"-1,-1,1,-1,-1,1,-1,-1"
z13kyvhzivqmhjq1w220jnaxquu3grwkt,PatrickMcCrowell,2015-02-12T02:30:08.801000,Check out this playlist on YouTube:﻿,1,1008,check out this playlist on youtube ,1,"-1,-1,1,1,-1,-1,-1,-1"
z12fsvio0mf5dxyhb04cg3qahnydxbcbi3s,Adyel Rodriguez,2015-02-10T07:33:49.035000,Check out this playlist on YouTube:﻿,1,1011,check out this playlist on youtube ,1,"-1,-1,1,1,-1,-1,-1,-1"
z12expkpjuvlf1b0q23rcjwhlum4s5xym04,Victoria Morales,2015-02-08T05:34:28.216000,Check out this video on YouTube:﻿,1,1012,check out this video on youtube ,1,"-1,-1,1,1,-1,-1,-1,-1"
z13ugjjpwnvisp5l0221x1o5ovvocj1ox04,Helperitza,2015-02-04T10:23:50.394000,Check out this video on YouTube:﻿,1,1015,check out this video on youtube ,1,"-1,-1,1,1,-1,-1,-1,-1"
z13df3vz5urkir1eh22zcf3xhvqmi5j0f,jose delacruz,2015-02-03T21:44:11.740000,Check out this video on YouTube:﻿,1,1016,check out this video on youtube ,1,"-1,-1,1,1,-1,-1,-1,-1"
z12fgphykwn0vb2du23ftzmjulq0z1olv,алексей алгаев,2015-02-01T15:51:59.518000,Hello from Russia comes to the channel subscribe﻿,1,1017,hello from russia comes to the channel subscribe,0,"-1,-1,-1,-1,-1,1,-1,-1"
z13bcvcqts3bwtl3g223shlrvqe1wdtmg,KingLoTheDancer,2015-02-01T05:48:32.623000,"Check out my dance videos!! You won&#39;t be disappointed!! <a rel=""nofollow"" class=""ot-hashtag"" href=""https://plus.google.com/s/%23KingLoTheDancer"">#KingLoTheDancer</a>﻿",1,1018,check out my dance videos   you won     t be disappointed    a rel  nofollow  class  ot hashtag  href  https   plus google com s    kinglothedancer   kinglothedancer  a ,1,"-1,-1,1,1,-1,-1,-1,-1"
z12duvyaxqmrstxs3223jdjjrsb0wllzn04,Vivid Phantasm,2015-01-31T23:42:34.531000,Men stop being naive idiots believing in love and believing that women actually respect you.  Want a more fulfilling drama fee life? Check out MGTOW. There are many channels here on YouTube that you can chose from which will give you all the information needed. (Caution: Not for men who enjoy being disposable providers of utility)﻿,1,1019,men stop being naive idiots believing in love and believing that women actually respect you  want a more fulfilling drama fee life  check out mgtow  there are many channels here on youtube that you can chose from which will give you all the information needed   caution  not for men who enjoy being disposable providers of utility ,1,"-1,-1,1,1,-1,-1,-1,-1"
z12isnmj3wuovj4tt22stv0x1kblzls1w,Sandy Torres,2015-01-30T16:48:13.985000,Check out this playlist on YouTube:﻿,1,1021,check out this playlist on youtube ,1,"-1,-1,1,1,-1,-1,-1,-1"
z12psnvzpybbshnrc04citbzwpfmfnb5jws0k,ann anne,2015-01-28T16:29:16.993000,Check out this video on YouTube:﻿,1,1022,check out this video on youtube ,1,"-1,-1,1,1,-1,-1,-1,-1"
z12cvbyjjmuwvxivx223tpujulrwwdt5j04,ampai gmuer,2015-01-27T13:23:56.061000,Check out this playlist on YouTube:👿👳👳👳👳👳﻿,1,1023,check out this playlist on youtube ,1,"-1,-1,1,1,-1,-1,-1,-1"
z13ijz1zetarj31dk22nfl0qvyneyxn0l,sahir omran,2015-01-27T09:43:48.741000,Check out this video on YouTube:الإعلانات<br /><br /><br /><br /><br /><br />لل﻿,1,1024,check out this video on youtube  br    br    br    br    br    br   ,1,"-1,-1,1,1,-1,-1,-1,-1"
z12vevn4xzbmstvui23mi5ki2lnfu14pp04,Tan Jia Min,2014-11-29T05:53:19.584000,Check out this video on YouTube:..🌈🌈🌈﻿,1,1025,check out this video on youtube   ,1,"-1,-1,1,1,-1,-1,-1,-1"
z13rdxlhnrukflfe3225hbpxxneuhjrr104,Mizz swagger,2015-01-27T01:53:24.950000,🚨🚨🚨🚨🚨🚨🚨🚨🚨🚨🚨🚨🚨🚨🚨🚨<br />NOW THAT I HAVE YOUR ATTENTION!!! 🚨🚨🚨🚨🚨🚨🚨🚨🚨🚨🚨🚨🚨🚨🚨🚨SUBSCRIBE TO MY CHANNEL!!!<br />🚨🚨🚨🚨🚨🚨🚨🚨🚨🚨🚨🚨🚨🚨🚨🚨<br />GRACIAS!💋<br />🚨🚨🚨🚨🚨🚨🚨🚨🚨🚨🚨﻿,1,1026, br   now that i have your attention    subscribe to my channel    br    br   gracias  br   ,0,"-1,-1,-1,-1,-1,1,-1,-1"
z13iwdr5vwrasfbhp04ccj2wqmi4inawgms0k,Eric Carbajal,2015-01-26T18:27:00.309000,Check out this video on YouTube:﻿,1,1027,check out this video on youtube ,1,"-1,-1,1,1,-1,-1,-1,-1"
